,landmark_id,category,landmark_name,image_url,country_code,lat_long
29,29,http://commons.wikimedia.org/wiki/Category:Norfork_Dam,Norfork Dam ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Norfork_Dam%2C_Arknasas.jpg/500px-Norfork_Dam%2C_Arknasas.jpg,,
30,30,http://commons.wikimedia.org/wiki/Category:Whiskeytown%E2%80%93Shasta%E2%80%93Trinity_National_Recreation_Area,Whiskeytown-Shasta-Trinity National Recreation Area ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2.svg/500x-Wikipedia-logo-v2.svg.png,,
31,31,http://commons.wikimedia.org/wiki/Category:Palazzo_Giustiniani-Odescalchi_(Bassano_Romano),Villa Giustiniani Odescalchi ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Palazzo_Giustiniani-Odescalchi_%28Bassano_Romano%29_1.JPG/500px-Palazzo_Giustiniani-Odescalchi_%28Bassano_Romano%29_1.JPG,IT,"42.21819, 12.19238"
32,32,http://commons.wikimedia.org/wiki/Category:Illintsi_crater,Ilyinets crater ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2.svg/500x-Wikipedia-logo-v2.svg.png,UA,"49.1, 29.1"
33,33,"http://commons.wikimedia.org/wiki/Category:Hung_Shing_Temple,_Wan_Chai","Hung Shing Temple, Wan Chai ",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Hk_wan_chai_old_temple_1.jpg/500px-Hk_wan_chai_old_temple_1.jpg,CN,"22.275, 114.171"
34,34,http://commons.wikimedia.org/wiki/Category:Mercado_da_Ribeira_(Lisbon),Mercado da Ribeira ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/SIPA_logo_%28cropped%29.png/500x-SIPA_logo_%28cropped%29.png,,
35,35,http://commons.wikimedia.org/wiki/Category:Ojukheon,Ojukheon ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ojukheon_munseungsa.jpg/500px-Ojukheon_munseungsa.jpg,,
36,36,http://commons.wikimedia.org/wiki/Category:Derwent_Valley_Mills,Derwent Valley Mills ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/World_Heritage_Logo_global.svg/500x-World_Heritage_Logo_global.svg.png,,
37,37,http://commons.wikimedia.org/wiki/Category:Yueyang_Museum,Yueyang Museum ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Yueyang_Museum%2C_12_May_2018.jpg/500px-Yueyang_Museum%2C_12_May_2018.jpg,,"29.348739, 113.114458"
38,38,http://commons.wikimedia.org/wiki/Category:Laajasalo,Laajasalo ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tullisaari_in_Laajasalo%2C_Helsinki%2C_Finland%2C_2020_August.jpg/500px-Tullisaari_in_Laajasalo%2C_Helsinki%2C_Finland%2C_2020_August.jpg,FI,"60.1806, 25.0542"
39,39,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_la_Beuvri%C3%A8re,Château de la Beuvrière ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/BEUV-sud.jpg/500px-BEUV-sud.jpg,FR,
40,40,http://commons.wikimedia.org/wiki/Category:M%C3%BDtiny_(Harrachov),Mýtiny (Harrachov) ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Harrachov%2C_rozcestn%C3%ADk_u_n%C3%A1dra%C5%BE%C3%AD.jpg/500px-Harrachov%2C_rozcestn%C3%ADk_u_n%C3%A1dra%C5%BE%C3%AD.jpg,,"50.77, 15.39"
41,41,http://commons.wikimedia.org/wiki/Category:Biblioteca_Teresiana,Biblioteca Teresiana ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Sale_Teresiane_e_il_dipinto_che_raffigura_Maria_Teresa_d%27Austria.JPG/500px-Sale_Teresiane_e_il_dipinto_che_raffigura_Maria_Teresa_d%27Austria.JPG,IT,"42.32676, 12.23628"
42,42,http://commons.wikimedia.org/wiki/Category:Sloss_Furnaces,Sloss Furnaces ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Sloss_Furnaces%2C_Birmingham_AL%2C_North_view_20160714_1.jpg/500px-Sloss_Furnaces%2C_Birmingham_AL%2C_North_view_20160714_1.jpg,,
43,43,http://commons.wikimedia.org/wiki/Category:Nazran_Fortress,Nazran Fortress ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Ministry_of_Culture_RF.png/500x-Ministry_of_Culture_RF.png,,"43.246994, 44.810086"
44,44,http://commons.wikimedia.org/wiki/Category:San_Lorenzo_in_Piscibus_(Rome),San Lorenzo in Piscibus ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/500x-OOjs_UI_icon_edit-ltr-progressive.svg.png,,"41.90175, 12.45922"
45,45,http://commons.wikimedia.org/wiki/Category:Schloss_Wiesent,Schloss Wiesent ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Aerial_image_of_the_Schloss_Wiesent_%28view_from_the_southwest%29.jpg/500px-Aerial_image_of_the_Schloss_Wiesent_%28view_from_the_southwest%29.jpg,DE,"49.00786, 12.37942"
46,46,http://commons.wikimedia.org/wiki/Category:Chocolate_Mountains,Chocolate Mountains ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Chocolate_Mountains.jpg/500px-Chocolate_Mountains.jpg,,
47,47,http://commons.wikimedia.org/wiki/Category:Uudenkaupungin_Automuseo,Uusikaupunki Automobile Museum ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Automobile_museum%2C_Uusikaupunki%2C_Finland.jpg/500px-Automobile_museum%2C_Uusikaupunki%2C_Finland.jpg,FI,"60.81051, 21.447126"
48,48,http://commons.wikimedia.org/wiki/Category:Qingdao_Aquarium,Qingdao Aquarium ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/%E9%9D%92%E5%B2%9B%E6%B0%B4%E6%97%8F%E9%A6%86.jpg/500px-%E9%9D%92%E5%B2%9B%E6%B0%B4%E6%97%8F%E9%A6%86.jpg,,"36.05686, 120.33597"
49,49,"http://commons.wikimedia.org/wiki/Category:Torre_Allianz,_Barcelona","Edificio Allianz, Barcelona ",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Allianz_Barcelona_-_001.jpg/500px-Allianz_Barcelona_-_001.jpg,ES,"41.38, 2.15"
50,50,"http://commons.wikimedia.org/wiki/Category:Bro_kyrka,_V%C3%A4rmland",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"59.183183, 13.002794"
51,51,http://commons.wikimedia.org/wiki/Category:Palais_Bourbon,Palais Bourbon ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Palais_Bourbon%2C_Paris_7e%2C_NW_View_140402_1.jpg/500px-Palais_Bourbon%2C_Paris_7e%2C_NW_View_140402_1.jpg,FR,"48.86207, 2.31868"
52,52,http://commons.wikimedia.org/wiki/Category:Schloss_Stammheim_(K%C3%B6ln),Schloss Stammheim ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Schloss_Stammheim_Sammlung_Duncker.jpg/500px-Schloss_Stammheim_Sammlung_Duncker.jpg,DE,"50.9868, 6.9805"
53,53,http://commons.wikimedia.org/wiki/Category:Saint_Lawrence_Church_(St._Lorenzen_am_Steinfeld),Saint Lawrence Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"47.74087, 16.03584"
54,54,http://commons.wikimedia.org/wiki/Category:Chakachamna_Lake,Chakachamna Lake ,"https://maps.wikimedia.org/img/500-intl,9,61.20886,-152.58575,250x250.png?lang=en&domain=commons.wikimedia.org&title=Category%3AChakachamna+Lake&groups=_49aeeef7dbe167104981b765cb33fc470ef265b4",,
55,55,http://commons.wikimedia.org/wiki/Category:Pandavleni_Caves,Pandav leni Caves ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Monumentenschildje_blauw_wit.svg/500x-Monumentenschildje_blauw_wit.svg.png,,"19.9417, 73.7486"
56,56,http://commons.wikimedia.org/wiki/Category:Fort_Pontchartrain_du_D%C3%A9troit,Fort Detroit ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Siege_of_Fort_Detroit.jpg/500px-Siege_of_Fort_Detroit.jpg,,
57,57,http://commons.wikimedia.org/wiki/Category:Wasserschloss_Hofheim,Wasserschloss Hofheim ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Coat_of_arms_of_Hesse.svg/500x-Coat_of_arms_of_Hesse.svg.png,,"50.086694, 8.447083"
58,58,http://commons.wikimedia.org/wiki/Category:Old_Akko_walls,Old Akko wall ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Cannons_in_Acre.jpg/500px-Cannons_in_Acre.jpg,,"32.919181, 35.066706"
59,59,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Sainte-Croix_de_Saint-Pour%C3%A7ain-sur-Sioule,Église Sainte-Croix de Saint-Pourçain-sur-Sioule ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Logo_monument_historique_-_rouge.svg/500x-Logo_monument_historique_-_rouge.svg.png,,"46.3079, 3.29022"
60,60,"http://commons.wikimedia.org/wiki/Category:Saint_Hripsime_Armenian_Church,_Yalta",Saint Hripsime Church of Yalta ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Crimea_South_Coast_04-14_img13_Yalta_Armenian_Church.jpg/500px-Crimea_South_Coast_04-14_img13_Yalta_Armenian_Church.jpg,,"44.501, 34.1647"
61,61,http://commons.wikimedia.org/wiki/Category:S%C3%B6dra_H%C3%A4rene_kyrka,Södra Härene kyrka ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"58.0927, 12.8285"
62,62,http://commons.wikimedia.org/wiki/Category:Op%C3%A9ra_de_Marseille,Opéra de Marseille ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Logo_monument_historique_-_rouge.svg/500x-Logo_monument_historique_-_rouge.svg.png,,"43.2933, 5.3758"
63,63,http://commons.wikimedia.org/wiki/Category:Liberty_Mountain_Resort,Liberty Mountain Resort ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Liberty_Mountain_Base.JPG/500px-Liberty_Mountain_Base.JPG,,
64,64,"http://commons.wikimedia.org/wiki/Category:Mary_Magdalene_Chapel,_Cambridge","Leper Chapel, Cambridge ",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/LeperChapelCambridge.jpg/500px-LeperChapelCambridge.jpg,,"52.2139, 0.1526"
65,65,http://commons.wikimedia.org/wiki/Category:Plateia_Aristotelous_(Thessaloniki),Aristotelous Square ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Aristotelous_Plateia.jpg/500px-Aristotelous_Plateia.jpg,,"40.632458, 22.941194"
66,66,http://commons.wikimedia.org/wiki/Category:Ganaraska_River,Ganaraska River ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/The_Ganaraska_River_flows_through_Port_Hope.jpg/500px-The_Ganaraska_River_flows_through_Port_Hope.jpg,CA,
67,67,"http://commons.wikimedia.org/wiki/Category:City_Hall_(Manchester,_New_Hampshire)",City Hall ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
68,68,http://commons.wikimedia.org/wiki/Category:Cape_Spear,Cape Spear ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Originalcapespear.jpg/500px-Originalcapespear.jpg,CA,
69,69,http://commons.wikimedia.org/wiki/Category:Adachi_Museum_of_Art,Adachi Museum of Art ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Adachi_Museum_of_Art10st3200.jpg/500px-Adachi_Museum_of_Art10st3200.jpg,JP,"35.38001, 133.19417"
70,70,http://commons.wikimedia.org/wiki/Category:Langinkoski,Langinkoski ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Langinkoski9.jpg/500px-Langinkoski9.jpg,FI,"60.48878, 26.88481"
71,71,http://commons.wikimedia.org/wiki/Category:Long_Branch_State_Park,Long Branch State Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Long_Branch_State_Park_Visitor_Center.jpg/500px-Long_Branch_State_Park_Visitor_Center.jpg,,
72,72,http://commons.wikimedia.org/wiki/Category:National_Defense_Academy_of_Japan,National Defense Academy of Japan ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/NDAJ_Main_Building.JPG/500px-NDAJ_Main_Building.JPG,,"35.2577, 139.722"
73,73,http://commons.wikimedia.org/wiki/Category:Rocksj%C3%B6n,Rocksjön ,"https://maps.wikimedia.org/img/500-intl,15,57.77392,14.18879,250x250.png?lang=en&domain=commons.wikimedia.org&title=Category%3ARocksj%C3%B6n&groups=_54a55f734ad7e77cf43e97c05a0d5a23ea4c84b7",SE,"57.77392, 14.18879"
74,74,"http://commons.wikimedia.org/wiki/Category:Cobble_Hill,_Brooklyn",Cobble Hill ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Globe_Atlantic.svg/500x-Globe_Atlantic.svg.png,,
75,75,http://commons.wikimedia.org/wiki/Category:1st_MacArthur_Bridge,1st MacArthur Bridge ,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/KeelungRiver.jpg/500px-KeelungRiver.jpg,TW,"25.05235, 121.57255"
76,76,http://commons.wikimedia.org/wiki/Category:Ustermer_Aa,Aabach ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Robenhauser_Riet_-_Wetzikon_-_Pf%C3%A4ffikersee_-_Seegr%C3%A4ben_IMG_4877.JPG/500px-Robenhauser_Riet_-_Wetzikon_-_Pf%C3%A4ffikersee_-_Seegr%C3%A4ben_IMG_4877.JPG,CH,"47.3517, 8.6889"
77,77,http://commons.wikimedia.org/wiki/Category:Middlesex_Canal,Middlesex Canal ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
78,78,http://commons.wikimedia.org/wiki/Category:Wye_Oak,Wye Oak ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Wye_Oak.jpg/500px-Wye_Oak.jpg,,
79,79,http://commons.wikimedia.org/wiki/Category:Mount_Kanpu_(Ehime_and_Kochi),Mount Kanpu ,"https://maps.wikimedia.org/img/500-intl,15,33.8117,133.2617,250x250.png?lang=en&domain=commons.wikimedia.org&title=Category%3AMount+Kanpu+%28Ehime+and+Kochi%29&groups=_f7e28d4586eaed7420163b5a1cbe69db2814c9ae",JP,"33.8117, 133.2617"
80,80,http://commons.wikimedia.org/wiki/Category:Great_Onyx_Cave,Great Onyx Cave ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Great_Onyx_Cave_Kentucky.jpg/500px-Great_Onyx_Cave_Kentucky.jpg,,
81,81,http://commons.wikimedia.org/wiki/Category:Estey_Tavern,Estey Tavern ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Middleton-114-62.JPG/500px-Middleton-114-62.JPG,,
82,82,http://commons.wikimedia.org/wiki/Category:Burg_Schachenstein,Schachenstein Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Schachen1.jpg/500px-Schachen1.jpg,,"47.5187, 15.2199"
83,83,http://commons.wikimedia.org/wiki/Category:Dropmore_Park,Dropmore Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Neale%281818%29_p1.106_-_Dropmore%2C_Buckinghamshire.jpg/500px-Neale%281818%29_p1.106_-_Dropmore%2C_Buckinghamshire.jpg,,
84,84,http://commons.wikimedia.org/wiki/Category:T%C3%A4llihorn_(Simplon),Tällihorn ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Weissmies_Lagginhorn.JPG/500px-Weissmies_Lagginhorn.JPG,CH,"46.1236, 8.0378"
85,85,http://commons.wikimedia.org/wiki/Category:Naturpark_Schlaubetal,Schlaube Valley Nature Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Globe_Atlantic.svg/500x-Globe_Atlantic.svg.png,,"52.0793, 14.4796"
86,86,http://commons.wikimedia.org/wiki/Category:Jahan_Kosha_Cannon,Jahan Kosha Cannon ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/500x-OOjs_UI_icon_edit-ltr-progressive.svg.png,,"24.181228, 88.288228"
87,87,http://commons.wikimedia.org/wiki/Category:Prestwould_Plantation,Prestwould ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
88,88,http://commons.wikimedia.org/wiki/Category:San_Filippo_Neri_ai_Monti_(Rome),San Filippo Neri ai Monti ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Monti_-_S_Filippo_Neri.JPG/500px-Monti_-_S_Filippo_Neri.JPG,IT,"41.896171, 12.496062"
89,89,http://commons.wikimedia.org/wiki/Category:Underfall_Yard,Underfall Yard ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Patent_Slip_Underfall_Yard_Bristol.jpg/500px-Patent_Slip_Underfall_Yard_Bristol.jpg,,
90,90,http://commons.wikimedia.org/wiki/Category:Meiji_Jingu_Stadium,Meiji Jingu Stadium ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Meiji_Jingu_Stadium_2019c.jpg/500px-Meiji_Jingu_Stadium_2019c.jpg,JP,"35.6746, 139.7171"
91,91,http://commons.wikimedia.org/wiki/Category:Wilton_Castle,Wilton Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Globe_Atlantic.svg/500x-Globe_Atlantic.svg.png,,
92,92,http://commons.wikimedia.org/wiki/Category:Clock_tower_of_Komotini,Clock tower of Komotini ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/20120815_Yeni_Mosque_Clock_Tower_Komotini_West_Thrace_Greece.jpg/500px-20120815_Yeni_Mosque_Clock_Tower_Komotini_West_Thrace_Greece.jpg,GR,"41.118817, 25.405142"
93,93,http://commons.wikimedia.org/wiki/Category:Throsby_Park,Throsby Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Throsby_Park_1.jpg/500px-Throsby_Park_1.jpg,AU,"-34.5516, 150.3948"
94,94,http://commons.wikimedia.org/wiki/Category:Canton_Customs,Canton Custom House ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/OldGzCustoms.JPG/500px-OldGzCustoms.JPG,,"23.11, 113.2459"
95,95,http://commons.wikimedia.org/wiki/Category:Tianya_Haijiao,Tianya Haijiao ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/%E5%B7%A1%E9%81%93%E5%B7%A5%E5%87%BA%E5%93%81_photo_by_Xundaogong_-_panoramio_%2818%29.jpg/500px-%E5%B7%A1%E9%81%93%E5%B7%A5%E5%87%BA%E5%93%81_photo_by_Xundaogong_-_panoramio_%2818%29.jpg,CN,"18.291, 109.347"
96,96,http://commons.wikimedia.org/wiki/Category:Stanford_Memorial_Church,Stanford Memorial Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Stanford_Memorial_Church_facade_-_Stanford_University%2C_Palo_Alto%2C_California.jpg/500px-Stanford_Memorial_Church_facade_-_Stanford_University%2C_Palo_Alto%2C_California.jpg,,
97,97,http://commons.wikimedia.org/wiki/Category:Ghirlandina_(Modena),Torre della Ghirlandina ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/500x-Blue_pencil.svg.png,IT,"44.646336, 10.925883"
