id,name,ascii_name,lat,lon,country,population
511,Bangui,Bangui,4.366600,18.558300,CF,831925
512,Freetown,Freetown,8.470000,-13.234200,SL,827000
513,Islamabad,Islamabad,33.700000,73.166600,PK,780000
514,Cotonou,Cotonou,6.400000,2.520000,BJ,762000
515,Vientiane,Vientiane,17.966700,102.600000,LA,754000
516,Riga,Riga,56.950000,24.100000,LV,742572
517,Nouakchott,Nouakchott,18.086400,-15.975300,MR,742144
518,Muscat,Muscat,23.613300,58.593300,OM,734697
519,Ashgabat,Ashgabat,37.950000,58.383300,TM,727700
520,Zagreb,Zagreb,45.800000,16.000000,HR,722526
521,Sarajevo,Sarajevo,43.850000,18.383000,BA,696731
522,Chisinau,Chisinau,47.005000,28.857700,MD,688134
523,Lilongwe,Lilongwe,-13.983300,33.783300,MW,646750
524,Asmara,Asmara,15.333300,38.933300,ER,620802
525,Abu Dhabi,Abu Dhabi,24.466700,54.366600,AE,603492
526,Port Louis,Port Louis,-20.166600,57.500000,MU,595491
527,Libreville,Libreville,0.385400,9.458000,GA,578156
528,Manama,Manama,26.236100,50.583100,BH,563920
529,Vilnius,Vilnius,54.683400,25.316600,LT,542366
530,Skopje,Skopje,42.000000,21.433500,MK,494087
531,Bloemfontein,Bloemfontein,-29.120000,26.229900,ZA,463064
532,Bratislava,Bratislava,48.150000,17.117000,SK,423737
533,Bissau,Bissau,11.865000,-15.598400,GW,403339
534,Tallinn,Tallinn,59.433900,24.728000,EE,394024
535,Wellington,Wellington,-41.300000,174.783300,NZ,393400
536,Valletta,Valletta,35.899700,14.514700,MT,368250
537,Maseru,Maseru,-29.316700,27.483300,LS,361324
538,Nur-Sultan,Nur-Sultan,51.181100,71.427800,KZ,345604
539,Bujumbura,Bujumbura,-3.376100,29.360000,BI,331700
540,Canberra,Canberra,-35.283000,149.129000,AU,327700
541,New Delhi,New Delhi,28.600000,77.200000,IN,317797
542,Ljubljana,Ljubljana,46.055300,14.515000,SI,314807
543,Porto-Novo,Porto-Novo,6.483300,2.616600,BJ,300000
544,Bandar Seri Begawan,Bandar Seri Begawan,4.883300,114.933300,BN,296500
545,Port of Spain,Port of Spain,10.652000,-61.517000,TT,294934
546,Port Moresby,Port Moresby,-9.464700,147.192500,PG,283733
547,Bern,Bern,46.916700,7.467000,CH,275329
549,Georgetown,Georgetown,6.802000,-58.167000,GY,264350
550,Paramaribo,Paramaribo,5.835000,-55.167000,SR,254169
551,Dili,Dili,-8.559400,125.579500,TL,234331
552,Nassau,Nassau,25.083400,-77.350000,BS,227940
553,Sucre,Sucre,-19.041000,-65.259500,BO,224838
554,Nicosia,Nicosia,35.166700,33.366600,CY,224300
555,Dodoma,Dodoma,-6.183300,35.750000,TZ,218269
556,Colombo,Colombo,6.932000,79.857800,LK,217000
557,Gaborone,Gaborone,-24.646300,25.911900,BW,208411
558,Yamoussoukro,Yamoussoukro,6.818400,-5.275500,CI,206499
559,Bridgetown,Bridgetown,13.102000,-59.616500,BB,191152
560,Suva,Suva,-18.133000,178.441700,FJ,175399
561,Reykjavík,Reykjavik,64.150000,-21.950000,IS,166212
562,Malabo,Malabo,3.750000,8.783300,GQ,155963
564,Podgorica,Podgorica,42.466000,19.266300,ME,145850
565,Moroni,Moroni,-11.704200,43.240200,KM,128698
566,Sri Jayewardenepura Kotte,Sri Jayewardenepura Kotte,6.900000,79.950000,LK,115826
567,Praia,Praia,14.916700,-23.516700,CV,113364
568,Male,Male,4.166700,73.499900,MV,112927
569,Juba,Juba,4.830000,31.580000,SS,111975
570,Luxembourg,Luxembourg,49.611700,6.130000,LU,107260
571,Thimphu,Thimphu,27.473000,89.639000,BT,98676
572,Mbabane,Mbabane,-26.316700,31.133300,SZ,90138
573,São Tomé,Sao Tome,0.333400,6.733300,ST,88219
574,Honiara,Honiara,-9.438000,159.949800,SB,76328
575,Oranjestad,Oranjestad,12.530400,-70.029000,AW,68775
576,Apia,Apia,-13.841500,-171.738600,WS,61916
578,Kingstown,Kingstown,13.148300,-61.212100,VC,49485
579,Port-Vila,Port-Vila,-17.733400,168.316600,VU,44040
580,Banjul,Banjul,13.453900,-16.591700,GM,43094
581,Nuku‘alofa,Nuku`alofa,-21.138500,-175.220600,TO,42620
582,Castries,Castries,14.002000,-61.000000,LC,37963
583,Monaco,Monaco,43.739600,7.406900,MC,36371
585,Saint John’s,Saint John's,17.118000,-61.850000,AG,35499
586,Saint George’s,Saint George's,12.052600,-61.741600,GD,33734
587,Victoria,Victoria,-4.616600,55.450000,SC,33576
589,Tarawa,Tarawa,1.338200,173.017600,KI,28802
590,Majuro,Majuro,7.103000,171.380000,MH,25400
591,Roseau,Roseau,15.301000,-61.387000,DM,23336
592,Basseterre,Basseterre,17.302000,-62.717000,KN,21887
593,Belmopan,Belmopan,17.252000,-88.767100,BZ,15220
594,Pago Pago,Pago Pago,-14.274000,-170.704600,AS,12576
595,Lobamba,Lobamba,-26.466700,31.200000,SZ,9782
596,Funafuti,Funafuti,-8.516700,179.216600,TV,4749
597,Palikir,Palikir,6.916600,158.150000,FM,4645
598,Capitol Hill,Capitol Hill,15.213700,145.754600,MP,2500
599,Hagåtña,Hagta,13.474500,144.750400,GU,1051
602,Gitega,Gitega,-3.427100,29.924600,BI,
604,Ngerulmud,Ngerulmud,7.500000,134.624200,PW,
605,Aden,Aden,12.779700,45.009500,YE,1000000
606,Cochabamba,Cochabamba,-17.410000,-66.170000,BO,1000000
607,Yongzhou,Yongzhou,26.230400,111.620000,CN,1000000
608,Baoshan,Baoshan,25.120000,99.150000,CN,1000000
609,Quảng Hà,Quang Ha,16.060000,108.250000,VN,1000000
610,Kitaku,Kitaku,33.870400,130.820000,JP,997536
611,Perm’,Perm',58.000000,56.250000,RU,997000
612,Ahvāz,Ahvaz,31.280000,48.720000,IR,996000
613,Jodhpur,Jodhpur,26.291800,73.016800,IN,995000
614,San Luis Potosí,San Luis Potosi,22.170000,-101.000000,MX,992000
615,Odesa,Odesa,46.490000,30.710000,UA,991000
616,Yinchuan,Yinchuan,38.468000,106.273000,CN,991000
617,Jiaxing,Jiaxing,30.770400,120.750000,CN,988000
618,Joinvile,Joinvile,-26.320000,-48.839900,BR,988000
619,Donets’k,Donets'k,48.000000,37.830000,UA,988000
620,Guilin,Guilin,25.280000,110.280000,CN,987000
621,Dahūk,Dahuk,36.866700,43.000000,IQ,986000
622,Volgograd,Volgograd,48.710000,44.500000,RU,984000
623,Guwāhāti,Guwahati,26.160000,91.770000,IN,983000
624,Yichun,Yichun,27.833300,114.400000,CN,982000
625,Yangquan,Yangquan,37.870000,113.570000,CN,981448
626,Natal,Natal,-6.983800,-60.269900,BR,980588
627,Chandigarh,Chandigarh,30.720000,76.780000,IN,979000
628,Gwalior,Gwalior,26.230000,78.180100,IN,978000
629,Hamamatsu,Hamamatsu,34.718100,137.732700,JP,977023
630,Qom,Qom,34.650000,50.950000,IR,973000
631,Jixi,Jixi,45.300000,130.970000,CN,965000
632,Mérida,Merida,20.966600,-89.616600,MX,965000
633,Xin’an,Xin'an,34.380000,118.350000,CN,962656
634,Querétaro,Queretaro,20.630000,-100.380000,MX,961000
635,Pingxiang,Pingxiang,27.620000,113.850000,CN,961000
636,João Pessoa,Joao Pessoa,-7.101100,-34.876100,BR,956000
637,Klang,Klang,3.020400,101.550000,MY,956000
638,Jinzhou,Jinzhou,41.120400,121.100000,CN,956000
639,Oklahoma City,Oklahoma City,35.467600,-97.513700,US,955998
